5.08,5.05,5.01,4.97,4.94,4.89,4.86,4.82,4.79,4.78,4.71,4.69,4.67,4.63,4.56,4.49,4.39,4.28,4.16,4.08,4.00,3.90,3.75,3.67,3.58,3.50,3.38,3.26,3.18,3.10,3.02,2.91,2.79,2.70,2.60,2.49,2.37,2.29,2.21,2.12,2.02,1.90,1.79,1.72,1.63,1.49,1.38,1.31,1.23,1.12,1.00,0.91,0.82,0.74,0.60,0.49,0.42,0.33,0.23,0.20,0.19,0.15,0.11,0.10,0.08,0.04,0.01,0.00,0.00,0.00,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e
4.99,4.96,4.92,4.87,4.85,4.79,4.77,4.73,4.68,4.66,4.60,4.57,4.56,4.55,4.49,4.42,4.34,4.25,4.10,4.01,3.94,3.84,3.71,3.61,3.52,3.45,3.36,3.22,3.12,3.04,2.96,2.88,2.73,2.63,2.55,2.46,2.33,2.23,2.15,2.06,1.98,1.84,1.74,1.66,1.57,1.44,1.33,1.25,1.17,1.09,0.96,0.85,0.77,0.68,0.55,0.45,0.37,0.30,0.23,0.22,0.21,0.19,0.13,0.11,0.10,0.08,0.03,0.01,0.00,0.00,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e
4.91,4.85,4.82,4.79,4.73,4.72,4.67,4.63,4.60,4.54,4.52,4.47,4.43,4.43,4.42,4.35,4.28,4.19,4.04,3.95,3.87,3.79,3.70,3.56,3.46,3.38,3.30,3.21,3.08,2.98,2.90,2.81,2.67,2.56,2.49,2.41,2.32,2.19,2.08,2.00,1.92,1.78,1.67,1.60,1.52,1.43,1.30,1.19,1.11,1.03,0.94,0.82,0.70,0.62,0.53,0.45,0.37,0.31,0.29,0.29,0.25,0.20,0.18,0.13,0.10,0.10,0.08,0.02,0.00,0.00,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e
4.81,4.77,4.73,4.69,4.65,4.61,4.57,4.53,4.50,4.46,4.42,4.38,4.34,4.31,4.31,4.28,4.21,4.13,4.01,3.90,3.80,3.73,3.65,3.54,3.42,3.33,3.25,3.17,3.02,2.92,2.83,2.75,2.64,2.53,2.43,2.35,2.27,2.13,2.02,1.94,1.86,1.75,1.64,1.54,1.46,1.38,1.27,1.15,1.05,0.96,0.89,0.77,0.64,0.56,0.48,0.43,0.39,0.34,0.31,0.30,0.28,0.24,0.21,0.17,0.15,0.14,0.10,0.02,0.00,0.00,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e
4.69,4.68,4.63,4.59,4.57,4.50,4.48,4.45,4.39,4.38,4.32,4.29,4.25,4.20,4.18,4.18,4.15,4.08,3.99,3.86,3.75,3.67,3.59,3.51,3.38,3.26,3.19,3.10,2.97,2.86,2.77,2.70,2.62,2.49,2.37,2.29,2.21,2.08,1.96,1.88,1.80,1.72,1.60,1.48,1.40,1.32,1.24,1.13,0.99,0.91,0.82,0.71,0.58,0.51,0.44,0.41,0.40,0.39,0.33,0.30,0.30,0.28,0.23,0.20,0.19,0.17,0.10,0.02,0.00,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e
4.57,4.56,4.54,4.51,4.46,4.43,4.38,4.35,4.31,4.26,4.24,4.20,4.15,4.12,4.07,4.06,4.04,4.01,3.94,3.84,3.72,3.60,3.52,3.45,3.32,3.20,3.12,3.04,2.94,2.83,2.71,2.63,2.55,2.43,2.30,2.23,2.15,2.05,1.94,1.82,1.74,1.66,1.57,1.46,1.34,1.25,1.17,1.06,0.93,0.84,0.77,0.68,0.58,0.51,0.48,0.44,0.40,0.40,0.38,0.33,0.30,0.30,0.27,0.22,0.17,0.12,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e
4.47,4.44,4.43,4.41,4.37,4.34,4.29,4.25,4.22,4.17,4.14,4.10,4.06,4.03,3.98,3.95,3.93,3.92,3.87,3.79,3.67,3.54,3.46,3.38,3.28,3.16,3.06,2.98,2.91,2.79,2.65,2.57,2.50,2.38,2.26,2.17,2.08,2.00,1.91,1.78,1.68,1.60,1.52,1.42,1.27,1.19,1.11,1.01,0.89,0.79,0.70,0.64,0.59,0.54,0.51,0.47,0.43,0.43,0.41,0.36,0.32,0.29,0.27,0.23,0.16,0.10,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e
4.39,4.33,4.31,4.30,4.28,4.23,4.20,4.16,4.11,4.09,4.03,4.00,3.97,3.92,3.90,3.85,3.81,3.80,3.79,3.73,3.62,3.49,3.41,3.33,3.24,3.13,3.00,2.92,2.84,2.73,2.59,2.50,2.43,2.35,2.25,2.11,2.02,1.95,1.86,1.76,1.63,1.54,1.46,1.36,1.22,1.13,1.05,0.97,0.87,0.74,0.65,0.61,0.60,0.59,0.53,0.50,0.49,0.48,0.42,0.39,0.34,0.27,0.22,0.21,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e
4.28,4.25,4.21,4.18,4.17,4.14,4.10,4.06,4.03,3.98,3.95,3.91,3.87,3.83,3.79,3.76,3.72,3.68,3.68,3.65,3.57,3.46,3.34,3.27,3.19,3.07,2.94,2.85,2.77,2.68,2.57,2.45,2.37,2.29,2.20,2.09,1.97,1.88,1.81,1.71,1.56,1.48,1.40,1.31,1.20,1.08,0.99,0.91,0.83,0.72,0.68,0.64,0.60,0.60,0.57,0.53,0.50,0.49,0.47,0.36,0.22,0.13,0.20,0.20,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e
4.18,4.16,4.11,4.07,4.06,4.05,4.00,3.97,3.94,3.88,3.86,3.81,3.77,3.75,3.69,3.67,3.63,3.58,3.56,3.55,3.52,3.44,3.30,3.21,3.13,3.02,2.89,2.80,2.71,2.63,2.54,2.41,2.31,2.23,2.15,2.06,1.92,1.82,1.74,1.65,1.52,1.42,1.33,1.25,1.17,1.02,0.93,0.85,0.79,0.74,0.71,0.67,0.63,0.62,0.60,0.56,0.51,0.45,0.40,0.29,0.13,0.01,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e
4.11,4.05,4.02,3.99,3.94,3.93,3.92,3.88,3.83,3.81,3.75,3.72,3.69,3.63,3.62,3.56,3.52,3.50,3.44,3.43,3.42,3.39,3.29,3.16,3.06,2.98,2.88,2.74,2.66,2.58,2.49,2.40,2.26,2.17,2.08,1.99,1.85,1.75,1.67,1.60,1.51,1.38,1.27,1.20,1.10,0.96,0.86,0.81,0.80,0.79,0.73,0.69,0.69,0.68,0.63,0.59,0.51,0.32,0.12,0.08,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e
