e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,0.27,0.46,0.81,1.22,1.57,1.92,2.25,2.57,2.87,3.20,3.63,4.02,4.33,4.49,4.33,4.08,4.08,4.47,4.81,4.99,5.10,5.18,5.25,5.33,5.41,5.46,5.46,5.46,5.51,5.55,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.51,5.49,5.54,5.52,5.38,5.22,5.07,4.91,4.77,4.62,4.46,4.30,4.10,3.93,3.75,3.54,3.38,3.16,2.98,2.86,2.86,2.92,3.01,3.09,3.18,3.32,3.48,3.72,4.03,4.32,4.59,4.79,4.93,4.99,5.00,5.06,5.10,5.10,5.11,5.12,5.12,5.12,5.12,5.12,5.11,5.10,5.09,5.03,5.02,5.02,5.01,5.00,5.00,5.00,5.00,5.02,5.02,5.02,5.02,5.02,5.02,5.02,5.02,5.01,5.00,5.00,5.00,5.00,4.98,4.86,4.68,4.47,4.28,4.14,4.04,4.01,3.99,3.93,3.92,3.92,3.92,3.91,3.85,3.76,3.65,3.50,3.35,3.19,3.04,2.88,2.74,2.65,2.50,2.32,2.11,1.96,1.87,1.88,1.95,2.05,2.19,2.24,2.31,2.43,2.52,2.66,2.77,2.85,2.93,3.07,3.16,3.14,2.96,2.71,2.29,1.83,1.39,0.99,0.55,0.34,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.03,0.09,0.10,0.10,0.10,0.10,0.11,0.11,0.11,0.10,0.10,0.10,0.10,0.10,0.11,0.17,0.20,0.20,0.22,0.29,0.30,0.30,0.32,0.39,0.40,0.40
e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,0.12,0.32,0.70,0.99,0.79,1.07,1.34,1.64,1.94,2.26,2.66,3.07,3.39,3.50,3.32,3.29,3.51,3.92,4.10,4.15,4.29,4.52,4.71,4.90,5.09,5.21,5.21,5.25,5.29,5.31,5.31,5.31,5.31,5.31,5.31,5.31,5.31,5.31,5.32,5.36,5.36,5.29,5.15,4.97,4.82,4.63,4.46,4.29,4.10,3.87,3.70,3.51,3.29,3.13,2.91,2.73,2.62,2.66,2.70,2.77,2.84,2.93,3.08,3.24,3.47,3.78,4.08,4.39,4.63,4.82,4.98,5.00,5.03,5.07,5.10,5.10,5.10,5.10,5.10,5.09,5.07,5.05,5.05,5.05,5.01,4.94,4.85,4.78,4.81,4.88,4.95,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,4.96,4.91,4.83,4.74,4.56,4.37,4.15,3.92,3.71,3.60,3.55,3.51,3.47,3.47,3.47,3.46,3.41,3.33,3.23,3.09,2.94,2.78,2.63,2.50,2.37,2.22,2.10,1.96,1.78,1.59,1.44,1.32,1.34,1.45,1.53,1.64,1.70,1.79,1.93,2.01,2.15,2.27,2.34,2.42,2.57,2.67,2.71,2.64,2.46,2.05,1.61,1.18,0.76,0.34,0.16,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.05,0.06,0.06,0.07,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.11,0.14,0.18,0.20,0.21,0.24,0.28,0.30,0.31,0.35,0.39,0.40
e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,0.09,0.36,0.62,0.89,1.16,1.34,1.68,2.06,2.36,2.42,2.30,2.55,3.00,3.34,3.28,3.12,3.24,3.62,3.92,4.24,4.54,4.75,4.80,4.89,4.93,4.96,4.98,4.98,4.98,4.98,4.98,4.99,5.01,5.09,5.16,5.17,5.16,5.13,4.98,4.77,4.64,4.44,4.26,4.08,3.85,3.63,3.45,3.26,3.04,2.88,2.66,2.48,2.39,2.45,2.46,2.51,2.59,2.69,2.83,2.98,3.22,3.52,3.83,4.14,4.41,4.67,4.93,4.99,5.00,5.03,5.08,5.08,5.08,5.08,5.08,5.08,5.02,5.00,5.00,4.99,4.95,4.81,4.62,4.46,4.54,4.67,4.82,4.93,4.94,4.93,4.92,4.93,4.95,4.94,4.94,4.93,4.92,4.89,4.82,4.70,4.55,4.39,4.18,4.01,3.83,3.58,3.30,3.17,3.08,3.03,3.02,3.02,3.02,2.98,2.91,2.82,2.68,2.53,2.38,2.23,2.08,1.97,1.85,1.70,1.55,1.39,1.23,1.08,0.92,0.78,0.81,0.93,1.02,1.10,1.18,1.29,1.43,1.51,1.65,1.77,1.83,1.92,2.06,2.17,2.25,2.29,2.17,1.80,1.38,0.98,0.54,0.17,0.01,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.08,0.09,0.09,0.09,0.10,0.09,0.09,0.09,0.10,0.10,0.10,0.15,0.20,0.20,0.20,0.26,0.30,0.30,0.32,0.37,0.41
e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,0.46,0.70,1.06,1.36,1.45,1.65,2.04,2.46,2.69,2.44,2.12,2.06,2.27,2.58,2.94,3.26,3.55,3.77,3.96,4.09,4.23,4.37,4.38,4.38,4.38,4.38,4.39,4.54,4.76,4.93,4.96,4.92,4.77,4.52,4.27,4.31,4.18,4.01,3.83,3.61,3.43,3.23,3.00,2.79,2.63,2.41,2.25,2.19,2.21,2.21,2.26,2.36,2.49,2.59,2.73,2.96,3.27,3.58,3.89,4.19,4.48,4.77,4.96,5.00,5.01,5.03,5.03,5.03,5.03,5.03,5.03,5.01,5.00,4.98,4.90,4.74,4.50,4.25,4.10,4.22,4.32,4.46,4.58,4.62,4.58,4.56,4.61,4.69,4.65,4.63,4.60,4.54,4.42,4.29,4.18,4.06,3.90,3.73,3.61,3.45,3.21,2.97,2.77,2.64,2.58,2.52,2.52,2.52,2.48,2.40,2.27,2.12,1.99,1.88,1.73,1.57,1.43,1.29,1.13,0.98,0.83,0.67,0.52,0.36,0.26,0.28,0.38,0.51,0.59,0.67,0.78,0.92,1.01,1.15,1.26,1.33,1.42,1.56,1.67,1.77,1.87,1.84,1.57,1.17,0.74,0.35,0.22,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.02,0.02,0.05,0.09,0.04,0.02,0.06,0.10,0.10,0.10,0.15,0.20,0.20,0.20,0.26,0.30,0.31,0.36,0.39,0.44
e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,0.02,0.27,0.63,0.92,1.02,0.99,1.32,1.74,1.99,1.71,1.31,1.27,1.67,1.95,1.80,1.95,2.26,2.59,2.83,3.05,3.28,3.50,3.62,3.63,3.63,3.63,3.67,3.87,4.21,4.43,4.41,4.41,4.24,3.95,3.69,3.85,3.87,3.76,3.58,3.36,3.20,2.99,2.75,2.54,2.38,2.16,2.03,2.00,2.00,2.00,2.03,2.12,2.26,2.34,2.48,2.71,3.02,3.33,3.64,3.95,4.25,4.53,4.76,4.86,4.93,5.00,5.00,5.00,5.00,5.00,4.99,4.95,4.89,4.79,4.62,4.37,4.09,3.85,3.73,3.87,3.98,4.10,4.19,4.20,4.13,4.12,4.15,4.20,4.18,4.18,4.14,4.05,3.92,3.77,3.65,3.53,3.40,3.25,3.15,3.01,2.81,2.61,2.40,2.23,2.10,2.03,2.02,2.02,1.98,1.89,1.74,1.58,1.46,1.34,1.19,1.03,0.88,0.72,0.60,0.70,0.58,0.43,0.27,0.13,0.03,0.05,0.15,0.29,0.38,0.45,0.56,0.68,0.54,0.65,0.76,0.83,0.92,1.06,1.17,1.26,1.38,1.44,1.27,0.95,0.56,0.28,0.20,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.05,0.01,0.00,0.04,0.10,0.10,0.10,0.15,0.20,0.20,0.20,0.26,0.30,0.32,0.39,0.40,0.45
e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,0.24,0.55,1.00,1.33,1.13,0.70,0.50,e,e,0.63,0.78,1.11,1.47,1.71,1.92,2.16,2.46,2.73,2.80,2.82,2.83,2.85,3.06,3.46,3.69,3.57,3.67,3.59,3.32,3.08,3.29,3.51,3.50,3.32,3.11,2.95,2.73,2.50,2.29,2.13,1.91,1.81,1.80,1.80,1.80,1.81,1.87,2.01,2.09,2.23,2.46,2.77,3.08,3.39,3.70,3.99,4.22,4.44,4.61,4.78,4.94,4.95,4.95,4.95,4.95,4.93,4.81,4.67,4.47,4.19,3.88,3.63,3.44,3.35,3.50,3.65,3.75,3.77,3.71,3.64,3.62,3.59,3.56,3.60,3.62,3.57,3.50,3.40,3.26,3.11,2.99,2.89,2.75,2.65,2.53,2.38,2.21,2.06,1.83,1.60,1.53,1.51,1.51,1.48,1.38,1.23,1.08,0.95,0.84,0.68,0.53,0.38,0.22,0.10,e,e,e,e,e,e,e,e,e,e,e,e,e,0.08,0.20,0.31,0.39,0.47,0.61,0.72,0.78,0.84,0.97,0.94,0.71,0.40,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.04,0.10,0.10,0.10,0.15,0.20,0.20,0.21,0.26,0.30,0.32,0.39,0.40,0.45
e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,0.10,0.43,0.89,1.23,1.02,0.42,0.28,e,e,0.40,0.59,0.93,1.29,1.54,1.05,0.98,1.29,1.59,1.80,1.94,2.00,2.04,2.33,2.57,2.70,2.73,2.87,2.90,2.69,2.46,2.73,3.09,3.17,3.04,2.85,2.69,2.48,2.27,2.08,1.88,1.70,1.61,1.61,1.61,1.61,1.61,1.66,1.76,1.84,1.98,2.21,2.52,2.83,3.14,3.45,3.73,3.95,4.10,4.28,4.45,4.57,4.57,4.57,4.57,4.56,4.50,4.36,4.21,4.01,3.74,3.44,3.19,3.04,3.02,3.13,3.28,3.32,3.29,3.21,3.18,3.14,3.08,3.02,3.04,3.05,3.03,2.98,2.85,2.70,2.58,2.46,2.34,2.23,2.11,2.00,1.88,1.73,1.62,1.45,1.24,1.09,1.03,1.01,0.96,0.83,0.68,0.52,0.55,0.76,0.61,0.45,0.30,0.14,0.01,e,e,e,e,e,e,e,e,e,e,e,e,e,0.01,0.13,0.24,0.32,0.41,0.54,0.65,0.60,0.34,0.48,0.53,0.40,0.16,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.05,0.09,0.10,0.15,0.20,0.21,0.25,0.29,0.33,0.36,0.40,0.44,0.48
e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,0.20,0.20,e,e,e,e,e,e,e,0.10,0.24,0.55,0.86,1.17,1.39,1.42,1.31,2.00,1.96,1.75,1.91,2.06,2.17,2.04,1.86,2.19,2.63,2.81,2.75,2.60,2.44,2.23,2.04,1.86,1.64,1.47,1.41,1.41,1.43,1.43,1.43,1.45,1.51,1.59,1.75,1.97,2.27,2.58,2.89,3.18,3.45,3.65,3.76,3.91,4.04,4.08,4.08,4.07,4.06,4.04,3.98,3.85,3.71,3.53,3.30,3.00,2.75,2.64,2.67,2.75,2.86,2.87,2.79,2.71,2.71,2.65,2.58,2.51,2.49,2.48,2.48,2.45,2.31,2.16,2.06,1.95,1.81,1.73,1.59,1.46,1.36,1.23,1.12,1.00,0.84,0.65,0.55,0.61,0.64,0.48,0.32,0.17,0.10,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,0.03,0.17,0.26,0.19,0.01,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.10,0.12,0.17,0.22,0.24,0.31,0.33,0.36,0.43,0.45,0.50,0.54
e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,0.63,2.30,1.85,0.95,1.10,1.26,1.40,1.37,1.31,1.68,2.13,2.43,2.50,2.35,2.19,1.98,1.78,1.61,1.39,1.22,1.16,1.17,1.23,1.24,1.24,1.24,1.27,1.34,1.53,1.76,2.02,2.33,2.64,2.90,3.12,3.28,3.42,3.49,3.51,3.52,3.52,3.46,3.43,3.43,3.41,3.33,3.20,3.04,2.85,2.56,2.31,2.23,2.30,2.37,2.40,2.36,2.29,2.21,2.21,2.15,2.08,2.00,1.93,1.92,1.92,1.90,1.80,1.66,1.55,1.45,1.31,1.22,1.08,0.94,0.82,0.72,0.59,0.48,0.36,0.21,0.12,0.14,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,0.00,0.00,0.04,0.09,0.11,0.17,0.24,0.29,0.30,0.37,0.39,0.42,0.50,0.56,0.58,0.63
e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,0.42,1.66,1.65,0.76,0.92,1.06,0.79,0.64,0.70,1.12,1.58,1.97,2.18,2.09,1.94,1.73,1.53,1.36,1.14,1.00,0.95,0.97,1.00,1.00,1.03,1.05,1.06,1.14,1.30,1.52,1.78,2.11,2.37,2.60,2.78,2.85,2.93,2.96,2.96,2.95,2.91,2.87,2.86,2.86,2.85,2.78,2.68,2.54,2.37,2.11,1.90,1.84,1.91,1.94,1.92,1.85,1.79,1.76,1.72,1.65,1.57,1.50,1.42,1.37,1.35,1.34,1.29,1.16,1.03,0.91,0.80,0.68,0.57,0.57,0.69,0.60,0.46,0.35,0.25,0.11,0.02,0.00,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,0.00,0.01,0.05,0.08,0.14,0.20,0.21,0.28,0.33,0.36,0.41,0.48,0.50,0.54,0.60,0.65,0.68,0.72
e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,0.49,0.86,0.99,e,e,e,0.03,0.06,0.20,0.63,1.06,1.50,1.81,1.81,1.68,1.47,1.28,1.11,0.89,0.80,0.76,0.76,0.76,0.76,0.81,0.85,0.88,0.94,1.07,1.27,1.54,1.89,2.08,2.25,2.38,2.39,2.39,2.39,2.38,2.36,2.30,2.29,2.28,2.28,2.27,2.21,2.15,2.04,1.88,1.66,1.50,1.46,1.51,1.49,1.44,1.36,1.31,1.29,1.23,1.15,1.07,1.00,0.92,0.85,0.81,0.80,0.79,0.73,0.61,0.48,0.40,0.25,0.15,0.12,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,0.03,0.04,0.12,0.18,0.26,0.31,0.33,0.40,0.43,0.46,0.53,0.59,0.62,0.66,0.71,0.73,0.80,0.83
e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,0.14,0.34,0.29,0.20,e,e,e,e,e,0.99,0.52,0.35,e,e,e,e,0.02,0.09,0.38,0.72,1.07,1.36,1.48,1.36,1.20,1.03,0.86,0.65,0.58,0.57,0.57,0.57,0.57,0.59,0.62,0.67,0.70,0.82,1.04,1.33,1.59,1.77,1.82,1.82,1.82,1.82,1.82,1.80,1.75,1.73,1.73,1.69,1.65,1.65,1.63,1.61,1.54,1.38,1.21,1.10,1.06,1.06,1.00,0.93,0.89,0.86,0.79,0.72,0.65,0.56,0.49,0.42,0.39,0.34,0.29,0.24,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,0.10,0.12,0.17,0.24,0.27,0.32,0.39,0.45,0.53,0.55,0.58,0.65,0.67,0.72,0.76,0.79,0.84,0.92,0.95
